,Sentence,Usage,Idiom,BetweenPOS,NumOfWordsBetween,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG
165,surround by a hostile crowd who begin to hiss and hoot the policeman blow he whistle for assistance,L,blow_whistle,['DPS'],1,NN1,AT0,PRP,NN1,1,18,0.15608333333333335
166,nick be some way along the line at the bend where the track curve round the mountain and carrie see he put he hand over he ear as the train blow it whistle,L,blow_whistle,['DPS'],1,NN1,AT0,,,1,33,0.4219047619047619
167,lean out of the window just before the guard blow he whistle she say in a desperate voice i darling i darling you be happy here be not you and carrie be more than frightened then she be terrified,L,blow_whistle,['DPS'],1,NN1,AT0,PNP,VVD,1,39,0.18889473684210523
168,ghetto people luv dem dat be why dem blow a whistle,L,blow_whistle,['AT0'],1,PNP,AVQ,,,2,11,-0.016250000000000004
169,when dey blow a whistle it be because dey dig de style,L,blow_whistle,['AT0'],1,PNP,CJS,PNP,VBZ,2,12,-0.05425000000000001
170,the low rumble of a juggernaut seem to vibrate all around we but we can immediately turn towards a high-pitched sound such as whistle be blow,L,blow_whistle,[],0,VBG,NN1,,,1,26,0.1884
171,she see he mouth move he be still talk but a train be blow it whistle and drown he voice which be extremely soft,L,blow_whistle,['DPS'],1,VBD,NN1,CJC,VVD,1,24,0.006916666666666667
172,i regret i can shed little new light on the mystery of who blow the whistle on the celebrated dressing-room scene after woodfull be hit,I,blow_whistle,['AT0'],1,PNQ,PRF,PRP,AT0,1,25,0.06819999999999998
173,we use t er we use whistle we used to blow this whistle and tell he what material we want do you see,L,blow_whistle,['DT0'],1,TO0,VM0,CJC,VVB,3,23,0.08254545454545456
174,if you want to be out on that pitch when the referee blow he whistle you have well do it now,L,blow_whistle,['DPS'],1,NN1,AT0,PNP,VHD,1,21,0.23890000000000003
175,this use assume the importance of student impression but not they absolute truth it offer opportunity and incentive for self-development but no direct penalty and it provide a mechanism for student to blow the whistle if problem move outside the range of acceptability,I,blow_whistle,['AT0'],1,TO0,NN2,CJS,NN2,1,43,0.3258000000000001
176,if they have work on i enough i would have blow the whistle on myself for the lindbergh kidnapping the bombing of pearl harbor the cleveland torso slaying betray west point to the british fix the 1919 world series and sour all the milk in salem massachusetts,I,blow_whistle,['AT0'],1,VHI,VM0,PRP,PNX,1,47,0.28316666666666657
177,most people assume it be the iranian who blow the whistle on north mcfarlane and poindexter coleman say,I,blow_whistle,['AT0'],1,PNQ,NN2,PRP,NN1,1,18,0.47000000000000003
178,it be true we have make change to we diet since the national advisory committee on nutritional information nacne report in 1983 which blow the whistle on the state of the british diet,I,blow_whistle,['AT0'],1,DTQ,CRD,PRP,AT0,1,33,0.2646818181818182
179,the party get a new kreisleiter who do not dig music and be not go to have any damned commie subvert he cabbage so he blow the whistle,I,blow_whistle,['AT0'],1,PNP,CJS,,,1,28,0.30776470588235294
180,after a minute somebody blow a whistle and we all rush to the door,L,blow_whistle,['AT0'],1,PNI,NN1,CJC,PNP,1,14,0.06924999999999999
181,and maybe we would be oh a long distance away from the school when we hear the schoolmaster blow the whistle,L,blow_whistle,['AT0'],1,NN1,AT0,,,1,21,0.2276153846153846
182,no sooner be i off the train than the guard blow the whistle and the train start and i have to run for it,L,blow_whistle,['AT0'],1,NN1,AT0,CJC,AT0,1,24,0.3568666666666667
183,the right hon. member for hertsmere blow the whistle on he colleague when he disarmingly say that when he privatise electricity he would not make the same cock-up as they have do with british telecom and british gas,I,blow_whistle,['AT0'],1,NP0-NN1,PRP,PRP,DPS,1,38,0.5410555555555556
184,the referee glance at he watch and blow the whistle for half-time,L,blow_whistle,['AT0'],1,CJC,NN1,PRP,NN1,1,12,0.3375
185,the gendarme stand bewildered for a moment and then run into the street where for some time he could be hear blow he whistle,L,blow_whistle,['DPS'],1,VVN,VBI,,,1,24,0.1757692307692308
186,the referee blow he bubbly whistle,L,blow_whistle,"['DPS', 'AJ0']",2,NN1,AT0,,,1,6,0.1758
187,the policeman be blow a shrill whistle,L,blow_whistle,"['AT0', 'AJ0']",2,VBD,NN1,,,1,7,0.1856
188,in england the whistle be blow but in other league play be allow to continue,L,blow_whistle,"['CJC', 'PRP', 'AJ0', 'NN2', 'VVB-NN1', 'VBZ', 'VVN', 'TO0']",8,VBZ,NN1,,,1,15,0.46130000000000004
189,needless to say the ref blow the whistle exactly on time,L,blow_whistle,['AT0'],1,NN1,AT0,AV0,PRP,1,11,0.4644444444444445
190,the smell of chlorine engulf she and someone suddenly blow a whistle the sound echo in the large enclosed area,L,blow_whistle,['AT0'],1,AV0,PNI,AT0,NN1,2,20,0.510357142857143
191,in spite of she early misgiving at find david in the pool rachel still mindful of he pleasure when he have catch sight of she soon begin to enjoy herself and be disappointed when all too soon david blow the whistle again and say it be time to get out of the water,L,blow_whistle,['AT0'],1,NP0,AV0,AV0,CJC,1,53,0.27886111111111117
192,as the ball hit the post the referee blow he whistle for full time,L,blow_whistle,['DPS'],1,NN1,AT0,PRP,AJ0,1,14,0.32275000000000004
193,if they have want to they have the opportunity to blow the whistle over the constitutional ruling,I,blow_whistle,['AT0'],1,TO0,NN1,PRP,AT0,1,17,0.5429166666666667
194,top ref blow the whistle on dinamo appeal,I,blow_whistle,['AT0'],1,NN1,AJ0,PRP,NP0-NN1,1,8,0.4538333333333333
195,waterloo star ready to blow whistle,I,blow_whistle,[],0,TO0,AJ0,,,1,6,0.3112
196,i have blow i whistle a long time before the ball be in the net,L,blow_whistle,['DPS'],1,VHD,PNP,AT0,AJ0,1,15,0.4332
197,the whistle have finally be blow on a controversial battle over a five-a-side football complex in middlesbrough,I,blow_whistle,"['PRP', 'AT0', 'AJ0', 'NN1', 'PRP-AVP', 'AT0', 'AJ0', 'NN1', 'NN1', 'PRP']",10,VBN,AV0,,,1,17,0.16466666666666663
198,oh we have whistle and strangely enough very seldom do we use they simply because there be other traffic about that time if you be a long way away er you might be nearly to if you blow you whistle there be nobody to hear you i mean people in house and they be only few and far between,L,blow_whistle,['DPS'],1,PNP,CJS,EX0,VBD,4,59,-0.008896551724137934
199,i i i do not hardly think that i can remember blow a whistle,L,blow_whistle,['AT0'],1,VVI,VM0,,,3,14,0.25116666666666665
200,under the present compensation er proposal put forward by good it would all be provide by the pension fund themselves and there be no pain for the fund manager er no requirement really for they to blow the whistle,I,blow_whistle,['AT0'],1,TO0,PNP,,,1,39,0.34064
201,they wait for a verey pistol to be fire like some referee blow a whistle before hostility could officially commence,L,blow_whistle,['AT0'],1,NN1,DT0,CJS,NN2,1,20,-0.22036363636363634
202,he blow the whistle but it be not over yet,Q,blow_whistle,['AT0'],1,PNP,,CJC,PNP,1,10,0.20075
203,what happen to the referee blow the whistle too early,L,blow_whistle,['AT0'],1,NN1,AT0,AV0,AJ0-AV0,1,10,0.33425000000000005
204,to primitive tribe a head stick on a pole at the village boundary avert evil and bring luck,I,bring_luck,[],0,CJC,AJ0-NN1,,,1,18,0.09653846153846153
205,brand bring luck as well,I,bring_luck,[],0,NN2,,CJS,AV0,1,5,0.3295
206,and at this point he sit up in bed say white rabbit aloud to bring luck throughout the coming month and look eagerly out of the window into the dewy sunshine which be begin to shimmer on thrush green,I,bring_luck,[],0,TO0,AV0,PRP,AT0,1,39,0.3335185185185185
207,it may have be a traditional marriage gift give to couple to bring they good luck,I,bring_luck,"['PNP', 'AJ0']",2,TO0,NN2,,,1,16,0.5633636363636364
208,why do a black cat bring good luck,I,bring_luck,['AJ0'],1,NN1,AJ0,,,1,8,0.2531666666666667
209,this would explain the display to householder by bring the figure to they door the bearer be bring the luck associate with it,I,bring_luck,['AT0'],1,VBD,NN2,VVN,PRP,1,23,0.39437500000000003
210,they be supposed to bring good luck,I,bring_luck,['AJ0'],1,TO0,AJ0,,,1,7,0.52925
211,they be bless with good humour and bring luck to mortal miner by knock at spot behind the seam face where rich ore lode may be find,I,bring_luck,[],0,CJC,NN1,PRP,AJ0,1,27,0.28541176470588236
212,the superstition that the third light from a match bring bad luck apparently originate from the first world war when german soldier in the opposite trench would notice the first light take aim at the second and fire at the third,I,bring_luck,['AJ0'],1,NN1,AT0,AV0,VVZ,1,41,0.3603333333333334
213,meanwhile the philologist put together the various clue inside the kalevala it be bright it be forge it be a kind of mill it bring luck it make the sea salt have come up with innumerable solution at once vague and pedantic the sampo be the golden fleece some fertility-cult object a lappish pillar-idol an allegory of the sky,I,bring_luck,[],0,PNP,NN1,PNP,VVD,1,59,0.42885294117647066
214,do the pooka bring good or bad luck,I,bring_luck,"['AJ0', 'CJC', 'AJ0']",3,NN1,AT0,,,1,8,0.47316666666666674
215,be it because such a meeting would bring bad luck or be there another reason,I,bring_luck,['AJ0'],1,VM0,NN1,CJC,VBZ,1,15,0.060399999999999995
216,it be a magical and lyrical tale of lucky and he young minstrel master to whom he bring unexpected good luck until he be steal,I,bring_luck,"['AJ0', 'AJ0']",2,PNP,PNQ,CJS,PNP,3,25,0.3787692307692308
217,they be think to bring good luck to the wearer by extend to he something of the protective power of a roman emperor,I,bring_luck,['AJ0'],1,TO0,VVN,PRP,AT0,1,23,0.5527058823529414
218,plant it outside the backdoor be a sure way of keep witch out of the house and it be think never to be strike by lightning cut it bring bad luck and traditionally it be the wood the cross of calvary,I,bring_luck,['AJ0'],1,PNP,VVG,CJC,AV0,1,41,0.2668076923076923
219,i have just have an idea for a way of doing lear and it have bring i luck,I,bring_luck,['PNP'],1,VHD,PNP,,,1,18,0.4008999999999999
220,he have no friend here say the old woman and with a faint hostility in she voice she add bad man bring bad luck,I,bring_luck,['AJ0'],1,NN2,AJ0,,,1,24,0.11612499999999998
221,for a moment i wonder if i have bring the bad luck down on we by pretend the planetary be not work at the vadinamian valve,I,bring_luck,"['AT0', 'AJ0']",2,VHD,PNP,AVP,PRP,1,26,0.26566666666666666
222,the spirit of the wind will bring he good luck and the spirit of the rain will make he happy,I,bring_luck,"['PNP', 'AJ0']",2,VM0,NN1,CJC,AT0,1,20,0.6473333333333334
223,this be say to bring good luck,I,bring_luck,['AJ0'],1,TO0,VVN,,,1,7,0.5462
224,you have bring i luck,I,bring_luck,['PNP'],1,VHB,PNP,,,1,5,0.3973333333333333
225,besides we first patient have bring we luck,I,bring_luck,['PNP'],1,VHZ,NN1,,,1,8,0.2578
226,you have bring we good luck,I,bring_luck,"['PNP', 'AJ0']",2,VHB,PNP,,,1,6,0.51025
227,the coca take the edge off they appetite and bring they luck in they search for tin,I,bring_luck,['PNP'],1,CJC,NN2,PRP,DPS,1,17,0.31583333333333335
228,a success both in front of the box and on the critic ' page chancer create a vogue out of a rogue the identity of stephen crane clive owen 's role catch the attention of the country and reflect the social change in the early 90's as the enterprise culture begin to take a tumble,I,catch_attention,['AT0'],1,NN1,POS,PRF,AT0,1,55,0.3757631578947368
229,he attention be catch by the national bank of greece not an inappropriate interest for one who have compose the song of the hellenist and be draw to judaism 's most persistent enemy through it,I,catch_attention,"['PRP', 'AT0', 'AJ0', 'NN1', 'PRF', 'NP0', 'XX0', 'AT0', 'AJ0', 'NN1', 'PRP', 'PNI', 'PNQ', 'VHD', 'VVN', 'AT0', 'NN1', 'PRF', 'AT0', 'NN1', 'CJC', 'VBD', 'VVN', 'PRP', 'NN1', 'POS', 'AV0', 'AJ0', 'NN1', 'PRP']",30,VBD,NN1,,,1,35,0.27218181818181814
230,one in particular catch he attention a blonde couple by the name of jensen norwegian who have sail to the island on they 16 foot boat along with they young son axel,I,catch_attention,['DPS'],1,AJ0,PRP,AT0,AJ0,1,32,0.31433333333333335
231,the influence of jazz and latin american rhythm catch the attention of les six walton and lambert and in turn inspired choreographer such as ashton,I,catch_attention,['AT0'],1,NN2,AJ0,PRF,UNC,1,25,0.5308571428571428
232,when people say they have notice a labour or conservative politician other than thatcher or kinnock we ask they who have catch they attention,I,catch_attention,['DPS'],1,VHD,PNQ,,,1,24,0.5126
233,there be other way for aspiring star to catch the attention of a record company,I,catch_attention,['AT0'],1,TO0,NN2,PRF,AT0,1,15,0.4731818181818182
234,amy 's drawing catch i attention because it be a simple but dramatic interpretation of the brief,I,catch_attention,['DPS'],1,NN1,POS,CJS,PNP,1,17,0.21222222222222223
235,the need to catch the attention of browser and quickly to tell they that parker pen be elegant or that toshiba personal computer be high-tech have spawn most of these display face,I,catch_attention,['AT0'],1,TO0,NN1,PRF,NN2,1,32,0.5253333333333333
236,from somewhere beyond the wall of the lavatory faint sporadic rifle fire catch peregrine 's attention,I,catch_attention,"['NP0', 'POS']",2,NN1,NN1,,,1,16,0.2828333333333334
237,something in the way this be say clearly catch miss blagden 's attention,I,catch_attention,"['NP0', 'NP0', 'POS']",3,AV0,VVN,,,1,13,0.279125
238,during a lull when for once nothing seem to have fall under the machine she try to catch she attention,I,catch_attention,['DPS'],1,TO0,VVD,,,1,20,0.27575
239,but it may say something also about the condition of the musical theatre that this subject have catch the attention of two composer,I,catch_attention,['AT0'],1,VHZ,NN1,PRF,CRD,1,23,0.5123333333333332
240,a large camouflaged painted truck catch they attention,I,catch_attention,['DPS'],1,NN1,AJ0,,,1,8,0.374
241,be there example of child 's work or even commercial print on display to catch attention,I,catch_attention,[],0,TO0,NN1,,,1,16,0.2533
242,the technique be first patent early this century in britain but not develop until 1976 when the idea catch the attention of james kelly professor of engineering at the university of california berkeley,I,catch_attention,['AT0'],1,NN1,AT0,PRF,NP0,1,33,0.6461000000000001
243,something some wryness in she lip catch marion 's attention,I,catch_attention,"['NP0', 'POS']",2,NN1,DPS,,,1,10,0.14875
244,have catch i attention tell she she be win,I,catch_attention,['DPS'],1,VHZ,,VVB,PNP,1,9,0.4356
245,just then the land rover catch we attention and we all turn towards the road,I,catch_attention,['DPS'],1,NP0,NP0-NN1,CJC,PNP,1,15,0.19380000000000003
246,he hardworking selfless style rarely catch the attention of the media but palace patron of the time thoroughly appreciate tony 's worth,I,catch_attention,['AT0'],1,AV0,NN1,PRF,AT0,1,22,0.5872352941176471
247,it become a pattern to work in paris after a season or two in england but if a replacement be urgently need any dancer who catch she attention be likely to be ship abroad,I,catch_attention,['DPS'],1,PNQ,NN1,VBD,AJ0,1,34,0.366
248,share a glass of whisky with he in he montpelier square home you be liable to be quiz about theory of antibody formation david bohm 's work or any one of 101 other topical issue that have catch he attention,I,catch_attention,['DPS'],1,VHD,CJT,,,1,40,0.3788947368421053
249,among the operatic composer whose music catch thalberg 's attention be rossini meyerbeer weber verdi and several other include not least bellini. this cd collect give of he bellini paraphrase two grandes fantaisies et variations on norma and i capuletti two fantaisy on beatrice de tenda and on straniera and a grand caprice on la somnambula,I,catch_attention,"['NP0', 'POS']",2,NN1,DTQ,VBD,NP0,1,56,0.39888235294117647
250,delaney 's stillness catch the attention of the other,I,catch_attention,['AT0'],1,NN1,POS,PRF,AT0,1,9,0.39185714285714285
251,but this be not all that catch i attention,I,catch_attention,['DPS'],1,CJT-DT0,DT0,,,1,9,-0.08066666666666668
252,she be incline she head and nod periodically but she fidgeting finger give lee the confidence to wave across the room and catch she attention,I,catch_attention,['DPS'],1,CJC,NN1,,,1,25,0.3949285714285714
253,roseberry 's musical background might go some way to explain she good ear as well as she sympathy for musician try to catch the attention of a&r department,I,catch_attention,['AT0'],1,TO0,VVG,PRF,UNC,1,28,0.524
